Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price
Honda,2008.0,Nigerian Used,225823.0,3274.9765625,Petrol,Automatic,"2,474,000"
Honda,2016.0,Foreign Used,48348.0,2400.0,Petrol,Automatic,"8,320,000"
Toyota,2003.0,Nigerian Used,170206.0,3000.0,Petrol,Automatic,"2,704,000"
Suzuki,2008.0,Nigerian Used,126.0,3274.9765625,Petrol,Automatic,"9,900,000"
Mercedes-Benz,2008.0,Nigerian Used,278594.0,3274.9765625,Petrol,Automatic,"2,250,000"
Hyundai,2008.0,Nigerian Used,164003.0,3274.9765625,Petrol,Automatic,"1,802,000"
Honda,2008.0,Nigerian Used,209578.0,3274.9765625,Petrol,Automatic,"2,474,000"
Honda,2013.0,Foreign Used,152229.0,3500.0,Petrol,Automatic,"5,040,000"
Honda,2005.0,Nigerian Used,159924.0,3500.0,Petrol,Automatic,"1,872,000"
Hyundai,2007.0,Foreign Used,96891.0,2400.0,Petrol,Automatic,"2,525,000"
Nissan,2007.0,Nigerian Used,306577.0,4000.0,Petrol,Automatic,"2,520,000"
BMW,2002.0,Nigerian Used,176466.0,3000.0,Petrol,Automatic,"1,687,500"
Ford,2001.0,Nigerian Used,239647.0,2800.0,Petrol,Automatic,"1,365,000"
Honda,2009.0,Foreign Used,159132.0,2400.0,Petrol,Automatic,"2,677,500"
Rover,2012.0,Foreign Used,163834.0,2000.0,Petrol,Automatic,"10,185,000"
Mercedes-Benz,2007.0,Nigerian Used,110735.0,3500.0,Petrol,Automatic,"2,940,000"
Honda,2016.0,Foreign Used,121625.0,2400.0,Petrol,Automatic,"6,825,000"
Lexus,2004.0,Nigerian Used,151357.0,3300.0,Petrol,Automatic,"4,680,000"
Lexus,2007.0,Nigerian Used,103245.0,3500.0,Petrol,Automatic,"2,100,000"
Hyundai,2012.0,Nigerian Used,1580052.0,2200.0,Petrol,Automatic,"2,310,000"
Mercedes-Benz,2008.0,Nigerian Used,171692.0,3500.0,Petrol,Automatic,"2,835,000"
Toyota,2008.0,Nigerian Used,71655.0,3274.9765625,Petrol,Automatic,"7,122,000"
Kia,2011.0,Nigerian Used,98022.0,1600.0,Petrol,Automatic,"2,310,000"
Honda,2010.0,Nigerian Used,121664.0,2400.0,Petrol,Automatic,"2,392,000"
Mercedes-Benz,2008.0,Nigerian Used,100421.0,3274.9765625,Petrol,Automatic,"2,978,000"
Nissan,2007.0,Nigerian Used,233903.0,3000.0,Petrol,Automatic,"1,680,000"
Honda,2005.0,Nigerian Used,273444.0,3500.0,Petrol,Automatic,"1,560,000"
Mazda,2000.0,Foreign Used,147611.0,1800.0,Petrol,Automatic,"2,310,000"
Toyota,2007.0,Nigerian Used,89097.0,1800.0,Petrol,Automatic,"2,080,000"
Ford,2012.0,Foreign Used,36559.0,1600.0,Petrol,Automatic,"3,885,000"
Honda,2008.0,Nigerian Used,187801.0,3274.9765625,Petrol,Automatic,"2,810,000"
Toyota,2004.0,Nigerian Used,291620.0,1800.0,Petrol,Automatic,"1,680,000"
Toyota,2008.0,Nigerian Used,113747.0,2400.0,Petrol,Automatic,"2,205,000"
Honda,2013.0,Nigerian Used,174100.0,3500.0,Petrol,Automatic,"3,675,000"
Ford,2007.0,Nigerian Used,115945.0,3500.0,Petrol,AMT,"1,575,000"
Lexus,2008.0,Nigerian Used,115820.0,4700.0,Petrol,Automatic,"4,200,000"
Mercedes-Benz,2007.0,Nigerian Used,243975.0,4700.0,Petrol,Automatic,"2,310,000"
Chevrolet,2008.0,Nigerian Used,63751.0,3274.9765625,Petrol,Manual,"13,450,000"
Toyota,2006.0,Foreign Used,299397.0,1800.0,Petrol,Automatic,"2,940,000"
Toyota,2008.0,Nigerian Used,116766.0,3274.9765625,Petrol,Automatic,"7,290,000"
Mercedes-Benz,2008.0,Nigerian Used,177051.0,3274.9765625,Petrol,Automatic,"2,474,000"
Honda,2008.0,Nigerian Used,62198.0,3274.9765625,Petrol,Automatic,"4,378,000"
Hyundai,2009.0,Nigerian Used,87854.0,2000.0,Petrol,Automatic,"1,575,000"
Toyota,2003.0,Foreign Used,146734.0,1800.0,Petrol,Automatic,"2,625,000"
Honda,2013.0,Nigerian Used,173936.0,2400.0,Petrol,Automatic,"3,780,000"
Toyota,2004.0,Nigerian Used,208026.0,2400.0,Petrol,Automatic,"1,872,000"
Honda,2007.0,Foreign Used,123441.0,2500.0,Petrol,Automatic,"3,570,000"
Toyota,2006.0,Nigerian Used,274268.0,2400.0,Petrol,Automatic,"1,627,500"
Mercedes-Benz,2008.0,Nigerian Used,174368.0,3274.9765625,Petrol,Manual,"2,698,000"
Nissan,2008.0,Foreign Used,102312.0,3274.9765625,Petrol,Automatic,"2,310,000"
Kia,2013.0,Nigerian Used,85282.0,2400.0,Petrol,Automatic,"4,200,000"
Honda,2010.0,Nigerian Used,88208.0,3500.0,Petrol,Automatic,"2,677,500"
Renault,2006.0,Nigerian Used,180952.0,1900.0,Diesel,Manual,"1,025,000"
Mercedes-Benz,2008.0,Nigerian Used,114300.0,3274.9765625,Petrol,Automatic,"2,474,000"
Nissan,2008.0,Nigerian Used,103121.0,3274.9765625,Petrol,Automatic,"2,810,000"
Pontiac,2008.0,Nigerian Used,179209.0,3274.9765625,Petrol,Automatic,"1,774,000"
Toyota,2008.0,Nigerian Used,107655.0,18000.0,Petrol,Automatic,"2,415,000"
Mercedes-Benz,2004.0,Nigerian Used,182533.65556660038,2600.0,Petrol,Automatic,"2,392,000"
Toyota,2007.0,Nigerian Used,150420.0,2400.0,Petrol,Automatic,"2,100,000"
Mercedes-Benz,2008.0,Nigerian Used,241966.0,3274.9765625,Petrol,Automatic,"1,466,000"
Toyota,2007.0,Nigerian Used,161188.0,2400.0,Petrol,Automatic,"2,520,000"
Toyota,2002.0,Nigerian Used,285976.0,3000.0,Petrol,Automatic,"1,560,000"
Toyota,2004.0,Nigerian Used,180984.0,3500.0,Petrol,Automatic,"1,575,000"
Toyota,2012.0,Nigerian Used,114345.0,1600.0,Petrol,Automatic,"3,328,000"
Toyota,2011.0,Foreign Used,202784.0,2500.0,Petrol,Automatic,"4,472,000"
Honda,2004.0,Nigerian Used,143321.0,2300.0,Petrol,Automatic,"2,704,000"
Land Rover,2006.0,Nigerian Used,188429.0,4200.0,Petrol,Automatic,"2,940,000"
Toyota,2006.0,Foreign Used,102399.0,3300.0,Petrol,Automatic,"3,640,000"
Honda,2005.0,Nigerian Used,212354.0,3500.0,Petrol,Automatic,"1,575,000"
Hyundai,2012.0,Nigerian Used,110683.0,1800.0,Petrol,Automatic,"2,100,000"
Toyota,2002.0,Nigerian Used,132213.0,3000.0,Petrol,Automatic,"1,352,000"
Toyota,2006.0,Nigerian Used,248375.0,3300.0,Petrol,Automatic,"1,785,000"
Ford,2004.0,Nigerian Used,323048.0,400.0,Petrol,Automatic,"1,680,000"
Kia,2010.0,Nigerian Used,179284.0,1600.0,Petrol,Automatic,"1,680,000"
Toyota,2003.0,Nigerian Used,188739.0,1800.0,Petrol,Automatic,"1,575,000"
Lexus,2008.0,Nigerian Used,176272.0,3500.0,Petrol,Automatic,"2,625,000"
Honda,2006.0,Nigerian Used,233846.0,3500.0,Petrol,Automatic,"1,575,000"
Mitsubishi,2008.0,Nigerian Used,156408.0,2400.0,Petrol,Manual,"1,365,000"
Nissan,2014.0,Nigerian Used,118154.0,2500.0,Petrol,CVT,"5,775,000"
Mitsubishi,2004.0,Nigerian Used,361889.0,3800.0,Petrol,Automatic,"2,625,000"
Hyundai,2008.0,Nigerian Used,10559.0,3274.9765625,Petrol,Automatic,"6,335,000"
Toyota,2012.0,Foreign Used,206117.0,3500.0,Petrol,Automatic,"9,152,000"
Ford,2013.0,Nigerian Used,133104.0,3500.0,Petrol,Automatic,"3,465,000"
Infiniti,2001.0,Nigerian Used,141538.0,3500.0,Petrol,Automatic,"1,260,000"
Nissan,2005.0,Nigerian Used,231680.0,2000.0,Petrol,Automatic,"1,785,000"
Mercedes-Benz,2008.0,Nigerian Used,187503.0,3500.0,Petrol,Automatic,"2,520,000"
Mitsubishi,2003.0,Nigerian Used,246600.0,2400.0,Petrol,Automatic,"1,575,000"
Toyota,2006.0,Foreign Used,277350.0,3500.0,Petrol,Automatic,"2,940,000"
Infiniti,2005.0,Nigerian Used,290000.0,3500.0,Petrol,Automatic,"1,785,000"
Mercedes-Benz,2007.0,Nigerian Used,206570.0,2000.0,Petrol,Automatic,"1,785,000"
Mazda,2004.0,Nigerian Used,141216.0,3000.0,Petrol,Automatic,"1,890,000"
Honda,2011.0,Nigerian Used,166352.0,3500.0,Petrol,Automatic,"2,415,000"
Nissan,2005.0,Nigerian Used,208886.0,40.0,Petrol,Automatic,"3,016,000"
Jaguar,2001.0,Nigerian Used,263789.0,3000.0,Petrol,Automatic,"1,050,000"
Honda,2008.0,Nigerian Used,59244.0,3274.9765625,Petrol,Automatic,"4,714,000"
Toyota,2002.0,Nigerian Used,241730.0,3000.0,Petrol,Automatic,"1,560,000"
Toyota,2005.0,Nigerian Used,128134.0,1800.0,Petrol,Automatic,"1,976,000"
Mercedes-Benz,2009.0,Nigerian Used,151643.0,4000.0,Petrol,Automatic,"4,725,000"
Honda,2008.0,Nigerian Used,178894.0,3274.9765625,Petrol,Automatic,"1,690,000"
Lexus,2005.0,Nigerian Used,174427.0,3300.0,Petrol,Automatic,"3,045,000"
Hyundai,2013.0,Nigerian Used,118053.0,1800.0,Petrol,Automatic,"2,310,000"
Toyota,2012.0,Nigerian Used,193268.0,1800.0,Petrol,Automatic,"2,887,500"
Mercedes-Benz,2010.0,Nigerian Used,189018.0,3500.0,Petrol,Automatic,"5,720,000"
Toyota,2009.0,Nigerian Used,128980.0,1800.0,Petrol,Automatic,"2,100,000"
Nissan,2009.0,Nigerian Used,213292.0,3500.0,Petrol,CVT,"1,575,000"
Toyota,2003.0,Nigerian Used,210448.0,1800.0,Petrol,Automatic,"2,028,000"
Toyota,2007.0,Nigerian Used,156588.0,2400.0,Petrol,Automatic,"2,496,000"
Honda,2007.0,Foreign Used,128446.0,1400.0,Petrol,Manual,"1,785,000"
Mercedes-Benz,2007.0,Nigerian Used,182533.65556660038,3500.0,Petrol,Automatic,"2,625,000"
Toyota,2003.0,Nigerian Used,217894.0,1800.0,Petrol,Automatic,"1,732,500"
Hyundai,2010.0,Nigerian Used,250892.0,3274.9765625,Petrol,Automatic,"2,205,000"
Suzuki,2008.0,Nigerian Used,66.0,3274.9765625,Petrol,Automatic,"9,900,000"
Lexus,2000.0,Nigerian Used,154995.0,3500.0,Petrol,Automatic,"1,680,000"
Toyota,2008.0,Nigerian Used,241185.0,1500.0,Hybrid,Automatic,"1,785,000"
Honda,2007.0,Nigerian Used,134716.0,2400.0,Petrol,Automatic,"2,046,000"
Toyota,2009.0,Nigerian Used,245524.0,1800.0,Petrol,Automatic,"2,415,000"
Mercedes-Benz,2008.0,Nigerian Used,142557.0,47000.0,Petrol,Automatic,"4,725,000"
Honda,2009.0,Nigerian Used,179313.0,3500.0,Petrol,Automatic,"2,625,000"
Honda,2008.0,Nigerian Used,226508.0,2400.0,Petrol,Automatic,"2,184,000"
Lexus,2011.0,Nigerian Used,98718.0,3500.0,Petrol,Automatic,"5,200,000"
Honda,2010.0,Nigerian Used,95366.0,2400.0,Petrol,Automatic,"2,100,000"
Toyota,2007.0,Nigerian Used,165028.0,1800.0,Petrol,Automatic,"2,100,000"
Nissan,2004.0,Nigerian Used,272065.0,3300.0,Petrol,Automatic,"2,912,000"
Suzuki,2008.0,Nigerian Used,177.0,3274.9765625,Petrol,Automatic,"8,500,000"
Mercedes-Benz,2008.0,Nigerian Used,999999.0,3274.9765625,Petrol,Automatic,"2,698,000"
Honda,2014.0,Foreign Used,163132.0,2400.0,Petrol,Automatic,"6,760,000"
Toyota,2010.0,Nigerian Used,210788.0,2400.0,Petrol,Automatic,"2,912,000"
Toyota,2007.0,Nigerian Used,102718.0,2400.0,Petrol,Automatic,"2,205,000"
Honda,2009.0,Nigerian Used,173089.0,2400.0,Petrol,Automatic,"2,600,000"
Honda,2008.0,Nigerian Used,64469.0,3274.9765625,Petrol,Automatic,"5,106,000"
Toyota,2008.0,Foreign Used,105681.0,3500.0,Petrol,Automatic,"26,000,000"
Lexus,2007.0,Nigerian Used,68366.0,3500.0,Petrol,Automatic,"5,408,000"
Toyota,2004.0,Nigerian Used,331606.0,1800.0,Petrol,AMT,"1,890,000"
Toyota,2005.0,Nigerian Used,443373.0,2400.0,Petrol,Automatic,"1,575,000"
Toyota,2008.0,Nigerian Used,189047.0,3274.9765625,Petrol,Automatic,"3,370,000"
Toyota,2008.0,Nigerian Used,179017.0,3274.9765625,Petrol,Automatic,"2,586,000"
Mercedes-Benz,2008.0,Nigerian Used,1.0,3274.9765625,Petrol,Automatic,"1,735,000"
Nissan,2001.0,Nigerian Used,188490.0,3300.0,Petrol,Automatic,"1,260,000"
Honda,2009.0,Nigerian Used,125806.0,2500.0,Petrol,Automatic,"1,785,000"
Lexus,2005.0,Nigerian Used,177350.0,3300.0,Petrol,Automatic,"2,100,000"
Kia,2004.0,Nigerian Used,182533.65556660038,2000.0,Petrol,Automatic,"1,050,000"
Suzuki,2008.0,Nigerian Used,126285.0,3274.9765625,Petrol,Automatic,"2,810,000"
Toyota,2009.0,Nigerian Used,154177.0,1800.0,Petrol,Automatic,"2,704,000"
Toyota,2002.0,Nigerian Used,188116.0,2400.0,Petrol,Automatic,"1,612,000"
Mercedes-Benz,2008.0,Nigerian Used,126540.0,3274.9765625,Petrol,Automatic,"2,922,000"
Kia,2008.0,Nigerian Used,8645.0,3274.9765625,Petrol,Automatic,"7,850,000"
Chevrolet,2008.0,Nigerian Used,128773.0,3274.9765625,Petrol,Automatic,"1,006,800"
Toyota,2004.0,Nigerian Used,231374.0,3300.0,Petrol,Automatic,"1,575,000"
Kia,2013.0,Nigerian Used,100169.0,1800.0,Petrol,Automatic,"2,625,000"
Toyota,2011.0,Nigerian Used,195365.0,2500.0,Petrol,Automatic,"2,677,500"
Toyota,2002.0,Nigerian Used,195977.0,3000.0,Petrol,Automatic,"1,260,000"
Toyota,2003.0,Nigerian Used,239434.0,1800.0,Petrol,Automatic,"1,780,000"
Toyota,2009.0,Nigerian Used,299990.0,1800.0,Petrol,Automatic,"2,520,000"
Mercedes-Benz,2008.0,Nigerian Used,125212.0,3274.9765625,Petrol,Automatic,"1,690,000"
Lexus,2006.0,Nigerian Used,208657.0,3000.0,Petrol,Automatic,"2,928,000"
Hyundai,2015.0,Nigerian Used,50075.0,1200.0,Petrol,Manual,"2,100,000"
Toyota,2009.0,Nigerian Used,125745.0,2400.0,Petrol,Automatic,"2,392,000"
Land Rover,2008.0,Nigerian Used,48713.0,3274.9765625,Petrol,Automatic,"40,330,000"
Toyota,2005.0,Foreign Used,150430.0,1800.0,Petrol,Automatic,"2,625,000"
Toyota,2007.0,Nigerian Used,167507.0,3500.0,Petrol,Automatic,"1,680,000"
Toyota,2007.0,Nigerian Used,234297.0,2400.0,Petrol,Automatic,"1,942,500"
Toyota,2010.0,Nigerian Used,257417.0,1800.0,Petrol,Automatic,"3,536,000"
Suzuki,2008.0,Nigerian Used,62.0,3274.9765625,Petrol,Automatic,"7,100,000"
Toyota,2008.0,Nigerian Used,102537.0,3274.9765625,Petrol,Automatic,"5,386,000"
Toyota,2008.0,Nigerian Used,56761.0,5700.0,Petrol,Automatic,"5,250,000"
Nissan,2008.0,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"1,580,000"
Toyota,2007.0,Nigerian Used,194171.0,2400.0,Petrol,Automatic,"1,890,000"
Hyundai,2011.0,Nigerian Used,298624.0,2000.0,Petrol,Automatic,"2,814,000"
Toyota,2006.0,Nigerian Used,290204.0,18000.0,Petrol,Automatic,"1,890,000"
Mazda,2008.0,Foreign Used,131100.0,2000.0,Petrol,Automatic,"1,732,500"
Toyota,2002.0,Foreign Used,163475.0,2500.0,Petrol,Automatic,"2,600,000"
Toyota,2008.0,Nigerian Used,237550.0,3274.9765625,Petrol,Automatic,"3,146,000"
Toyota,2011.0,Nigerian Used,217733.0,2400.0,Petrol,Automatic,"2,100,000"
Hyundai,2011.0,Nigerian Used,133698.0,2000.0,Petrol,Automatic,"2,887,500"
Kia,2014.0,Nigerian Used,54099.0,1400.0,Petrol,Automatic,"2,912,000"
Nissan,2003.0,Nigerian Used,239830.0,2500.0,Petrol,Automatic,"1,785,000"
Honda,2008.0,Nigerian Used,88690.0,2400.0,Petrol,Automatic,"2,100,000"
Honda,2013.0,Nigerian Used,137302.0,3500.0,Petrol,AMT,"3,360,000"
Toyota,2008.0,Nigerian Used,195989.0,1800.0,Petrol,Automatic,"2,704,000"
Land Rover,2006.0,Nigerian Used,114307.0,4400.0,Petrol,Automatic,"1,680,000"
Toyota,2000.0,Nigerian Used,158375.0,3000.0,Petrol,Automatic,"1,664,000"
Toyota,2003.0,Nigerian Used,159293.0,1800.0,Petrol,Automatic,"1,872,000"
Nissan,2014.0,Nigerian Used,134275.0,2500.0,Petrol,Automatic,"3,150,000"
Chevrolet,2010.0,Nigerian Used,102064.0,1600.0,Petrol,Automatic,"1,260,000"
Toyota,2001.0,Nigerian Used,174340.0,2000.0,Petrol,Automatic,"1,872,000"
Toyota,2006.0,Nigerian Used,316117.0,3500.0,Petrol,Automatic,"1,680,000"
Lexus,2005.0,Nigerian Used,221522.0,3300.0,Petrol,Automatic,"3,328,000"
Toyota,2005.0,Nigerian Used,257412.0,1800.0,Petrol,Automatic,"1,785,000"
Toyota,2002.0,Nigerian Used,506364.0,2400.0,Petrol,Automatic,"1,456,000"
Nissan,2005.0,Foreign Used,191535.0,3500.0,Petrol,Automatic,"1,785,000"
Toyota,2007.0,Nigerian Used,208115.0,3500.0,Petrol,Automatic,"1,890,000"
Toyota,2005.0,Foreign Used,238198.0,1800.0,Petrol,Automatic,"2,572,500"
Mercedes-Benz,2002.0,Nigerian Used,225111.0,2100.0,Diesel,Manual,"1,575,000"
Lexus,2009.0,Nigerian Used,156501.0,3500.0,Petrol,Automatic,"3,585,000"
Suzuki,2008.0,Nigerian Used,201.0,3274.9765625,Petrol,Automatic,"9,900,000"
Toyota,2010.0,Nigerian Used,243549.0,1800.0,Petrol,Automatic,"2,205,000"
Toyota,2003.0,Nigerian Used,218717.0,2000.0,Petrol,Automatic,"1,768,000"
Honda,2008.0,Nigerian Used,72750.0,3274.9765625,Petrol,Automatic,"8,298,000"
Toyota,2004.0,Nigerian Used,21973.0,1800.0,Petrol,Automatic,"1,732,500"
Nissan,2005.0,Nigerian Used,468578.0,2500.0,Petrol,Automatic,"1,680,000"
Mercedes-Benz,2005.0,Nigerian Used,134162.0,3700.0,Petrol,Automatic,"2,940,000"
Nissan,2005.0,Nigerian Used,24162.0,4000.0,Petrol,Automatic,"2,310,000"
Toyota,2004.0,Nigerian Used,184304.0,1800.0,Petrol,Automatic,"1,785,000"
Nissan,2018.0,Nigerian Used,37409.0,5600.0,Petrol,Automatic,"8,400,000"
Honda,2004.0,Nigerian Used,215019.0,3500.0,Petrol,Automatic,"1,560,000"
Honda,2010.0,Nigerian Used,149189.0,35000.0,Petrol,Automatic,"2,100,000"
Mercedes-Benz,2008.0,Nigerian Used,212117.0,3500.0,Petrol,Automatic,"3,150,000"
Toyota,2003.0,Foreign Used,101442.0,1800.0,Petrol,Automatic,"3,120,000"
Ford,2008.0,Nigerian Used,171962.0,3500.0,Petrol,Automatic,"2,704,000"
Honda,2007.0,Foreign Used,183460.0,35.0,Petrol,Automatic,"3,150,000"
Toyota,2009.0,Nigerian Used,135724.0,1800.0,Petrol,Automatic,"1,659,000"
Hyundai,2008.0,Nigerian Used,124362.0,3274.9765625,Petrol,Automatic,"2,026,000"
Toyota,2003.0,Nigerian Used,107072.0,3000.0,Petrol,Automatic,"1,664,000"
Honda,2015.0,Nigerian Used,76054.0,2000.0,Petrol,Automatic,"5,616,000"
Toyota,2009.0,Nigerian Used,360384.0,1800.0,Petrol,Automatic,"2,100,000"
Toyota,2010.0,Foreign Used,75863.0,2700.0,Petrol,Automatic,"7,192,500"
Lexus,2009.0,Nigerian Used,139072.0,3500.0,Petrol,Automatic,"3,150,000"
Hyundai,2008.0,Nigerian Used,97234.0,3274.9765625,Petrol,Automatic,"2,698,000"
Mercedes-Benz,2008.0,Nigerian Used,152004.0,3274.9765625,Petrol,Automatic,"3,370,000"
Suzuki,2008.0,Nigerian Used,67.0,3274.9765625,Petrol,Automatic,"8,500,000"
Toyota,2003.0,Nigerian Used,23658.0,1800.0,Petrol,Automatic,"1,872,000"
Nissan,2008.0,Nigerian Used,77687.0,45.0,Petrol,Automatic,"1,575,000"
Toyota,2008.0,Nigerian Used,248358.0,3274.9765625,Petrol,Automatic,"2,586,000"
Mercedes-Benz,2003.0,Nigerian Used,320327.0,3200.0,Petrol,Automatic,"1,872,000"
Nissan,2013.0,Foreign Used,176325.0,3500.0,Petrol,Automatic,"2,500,000"
Chevrolet,2011.0,Nigerian Used,90435.0,1500.0,Petrol,Automatic,"1,207,500"
Toyota,2007.0,Nigerian Used,275414.0,2500.0,Petrol,Automatic,"1,995,000"
Honda,2015.0,Nigerian Used,93433.0,2400.0,Petrol,Automatic,"3,885,000"
Lexus,2008.0,Nigerian Used,184234.0,3500.0,Petrol,Automatic,"3,952,000"
Toyota,2004.0,Nigerian Used,233801.0,2400.0,Petrol,Automatic,"1,664,000"
Nissan,2002.0,Nigerian Used,141407.0,2500.0,Petrol,Automatic,"1,365,000"
Infiniti,2004.0,Nigerian Used,262823.0,3500.0,Petrol,Automatic,"1,575,000"
Lexus,2011.0,Nigerian Used,209215.0,3000.0,Petrol,Automatic,"1,680,000"
Toyota,2008.0,Nigerian Used,56335.0,3274.9765625,Petrol,Automatic,"14,570,000"
Mercedes-Benz,2009.0,Nigerian Used,332652.0,3000.0,Petrol,Automatic,"2,730,000"
Chrysler,2006.0,Foreign Used,36238.0,5700.0,Petrol,Automatic,"1,575,000"
Toyota,2008.0,Nigerian Used,265560.0,2400.0,Petrol,Automatic,"2,100,000"
Honda,2010.0,Nigerian Used,95249.0,3500.0,Petrol,Automatic,"1,785,000"
Toyota,2007.0,Nigerian Used,312965.0,3000.0,Petrol,Automatic,"1,785,000"
Toyota,2005.0,Nigerian Used,173874.0,2400.0,Petrol,Automatic,"2,288,000"
Nissan,2014.0,Nigerian Used,191207.0,2500.0,Petrol,Automatic,"1,785,000"
Mazda,2007.0,Nigerian Used,330873.0,2300.0,Petrol,Automatic,"1,260,000"
Skoda,2014.0,Nigerian Used,83571.0,2000.0,Petrol,Automatic,"1,627,500"
Mercedes-Benz,2005.0,Foreign Used,221487.0,5000.0,Petrol,Automatic,"1,627,500"
Nissan,2008.0,Nigerian Used,148011.0,3274.9765625,Petrol,Automatic,"1,555,600"
Toyota,2006.0,Nigerian Used,371715.0,3300.0,Petrol,Automatic,"1,890,000"
Toyota,2006.0,Foreign Used,204482.0,1800.0,Petrol,Automatic,"3,172,000"
Kia,2013.0,Nigerian Used,92645.0,2000.0,Petrol,Automatic,"2,310,000"
Toyota,2005.0,Nigerian Used,156976.0,2400.0,Petrol,Automatic,"1,575,000"
Mercedes-Benz,2007.0,Nigerian Used,246829.0,5500.0,Petrol,Automatic,"2,520,000"
Toyota,2008.0,Nigerian Used,197584.0,2500.0,Petrol,Automatic,"2,100,000"
Nissan,2005.0,Foreign Used,330873.0,1800.0,Petrol,Manual,"1,575,000"
Toyota,2010.0,Nigerian Used,176319.0,2500.0,Petrol,Automatic,"2,205,000"
Toyota,2001.0,Nigerian Used,355625.0,20000.0,Petrol,Automatic,"1,352,000"
Nissan,2005.0,Nigerian Used,343566.0,4000.0,Petrol,Automatic,"1,768,000"
Mercedes-Benz,2002.0,Foreign Used,311373.0,3200.0,Petrol,Automatic,"2,625,000"
Toyota,2008.0,Nigerian Used,122151.0,3274.9765625,Petrol,Automatic,"2,372,500"
Honda,2008.0,Nigerian Used,97944.0,3274.9765625,Petrol,Automatic,"1,466,000"
Mitsubishi,2010.0,Nigerian Used,182533.65556660038,2400.0,Petrol,Manual,"1,260,000"
Toyota,2008.0,Nigerian Used,208069.0,3274.9765625,Petrol,Automatic,"1,410,000"
Honda,2007.0,Nigerian Used,140942.0,2400.0,Petrol,Automatic,"1,890,000"
Kia,2013.0,Nigerian Used,119011.0,1400.0,Petrol,Automatic,"1,995,000"
Honda,2013.0,Nigerian Used,174120.0,24000.0,Petrol,Automatic,"3,517,500"
Mercedes-Benz,2009.0,Nigerian Used,293528.0,3000.0,Petrol,Automatic,"2,625,000"
Ford,2006.0,Foreign Used,321388.0,4000.0,Petrol,Automatic,"2,940,000"
Hyundai,2011.0,Nigerian Used,193209.0,2400.0,Petrol,Automatic,"2,625,000"
Mazda,2005.0,Nigerian Used,131262.0,3000.0,Petrol,Automatic,"1,260,000"
Kia,2008.0,Nigerian Used,31251.0,3274.9765625,Petrol,Automatic,"5,050,000"
Lexus,1999.0,Nigerian Used,225668.0,3000.0,Petrol,Automatic,"1,938,000"
Nissan,2013.0,Nigerian Used,99116.0,2000.0,Petrol,Automatic,"2,100,000"
Toyota,2007.0,Nigerian Used,335891.0,1800.0,Petrol,Automatic,"2,100,000"
Toyota,2007.0,Nigerian Used,249502.0,2400.0,Petrol,Automatic,"2,100,000"
Toyota,2008.0,Nigerian Used,231874.0,3274.9765625,Petrol,Automatic,"2,586,000"
Toyota,2005.0,Foreign Used,389669.0,1800.0,Petrol,Automatic,"2,940,000"
Toyota,2008.0,Nigerian Used,141077.0,1800.0,Petrol,Manual,"1,976,000"
Toyota,2007.0,Nigerian Used,256997.0,3500.0,Petrol,Automatic,"1,890,000"
Honda,2009.0,Nigerian Used,151561.0,2000.0,Petrol,Automatic,"1,575,000"
Mercedes-Benz,2004.0,Nigerian Used,7061.0,3500.0,Petrol,Automatic,"1,785,000"
Toyota,2007.0,Nigerian Used,234664.0,1800.0,Petrol,Automatic,"1,942,500"
Toyota,2008.0,Nigerian Used,241842.0,20.0,Petrol,Automatic,"2,500,000"
Nissan,2005.0,Nigerian Used,185972.0,4700.0,Petrol,Automatic,"2,100,000"
Mitsubishi,2003.0,Nigerian Used,165711.0,2000.0,Petrol,Automatic,"1,365,000"
Nissan,2009.0,Nigerian Used,224443.0,2500.0,Petrol,Automatic,"1,890,000"
Honda,2003.0,Nigerian Used,404395.0,3000.0,Petrol,Automatic,"1,664,000"
Mercedes-Benz,2014.0,Nigerian Used,29355.0,4700.0,Petrol,Automatic,"15,600,000"
Honda,2007.0,Nigerian Used,343376.0,2000.0,Petrol,Automatic,"2,310,000"
Toyota,2004.0,Nigerian Used,201202.0,1800.0,Petrol,Automatic,"2,184,000"
Hyundai,2006.0,Nigerian Used,368863.0,3300.0,Petrol,Automatic,"1,352,000"
Honda,2004.0,Foreign Used,397157.0,2400.0,Petrol,Automatic,"2,310,000"
Toyota,2007.0,Nigerian Used,405344.0,1800.0,Petrol,Automatic,"2,392,000"
Nissan,2014.0,Nigerian Used,99397.0,2000.0,Petrol,Automatic,"1,575,000"
Toyota,2001.0,Nigerian Used,119510.0,3000.0,Petrol,Automatic,"1,352,000"
Lexus,2006.0,Nigerian Used,81045.0,3500.0,Petrol,Automatic,"3,095,000"
Honda,2008.0,Nigerian Used,129345.0,2400.0,Petrol,Automatic,"2,808,000"
Nissan,2001.0,Nigerian Used,254983.0,3500.0,Petrol,Automatic,"1,050,000"
Chevrolet,1999.0,Nigerian Used,227599.0,3400.0,Petrol,Automatic,"1,050,000"
Mercedes-Benz,2006.0,Nigerian Used,172043.0,5000.0,Petrol,Automatic,"2,730,000"
Toyota,2003.0,Nigerian Used,189521.0,2000.0,Petrol,Automatic,"1,890,000"
